Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  6,   7,    0.000,  999,    0.000,    0.000,  999,    0.000,  784.592,   35,    0.328, 1.61E+03,   17,    0.672,    0.000,  999,    0.000,    0.000,  999,    0.000,  812.170,   34,    0.340, 1.99E+03,   15,    0.835,  725.035,    4,    0.303,    0.000,  999,    0.000,  727.298,   12,    0.304, 1.27E+03,   23,    0.533,   91.594,  157,  3.8E-02, 2.59E+03,    5,    1.085,   21.631,  603,  9.1E-03,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  725.035,    4,    0.303, 2.61E+03,    4,    1.094, 2.39E+03,    3,    1.000, 2.81E+03,   15,    1.174, 2.66E+03,   22,    1.113,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.52E+03,   19,    0.638,  472.999,   40,    0.198, 3.17E+03,   15,    1.326,  474.558,   33,    0.199, 3.48E+03,   14,    1.458, 1.32E+03,   25,    0.552, 2.66E+03,   22,    1.113, 6.62E+03,   10,    2.769, 1.52E+03,   19,    0.638, 3.64E+03,   13,    1.524
  6,   8,  270.356,   49,    0.106,   59.355,  511,  2.3E-02, 1.15E+03,   22,    0.449, 1.41E+03,   18,    0.551,    0.000,  999,    0.000,    0.000,  999,    0.000,  695.765,   38,    0.272, 2.13E+03,   14,    0.833,  739.500,    4,    0.289,    0.000,  999,    0.000,  642.926,   14,    0.251, 1.59E+03,   19,    0.623,  480.883,   30,    0.188, 2.77E+03,    5,    1.081,  151.406,   88,  5.9E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  739.500,    4,    0.289, 2.92E+03,    4,    1.140, 2.56E+03,    3,    1.000, 2.83E+03,   14,    1.105, 2.70E+03,   25,    1.054,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.80E+03,   17,    0.702,  397.903,   62,    0.156, 3.28E+03,   16,    1.284,  560.404,   33,    0.219, 5.10E+03,   12,    1.992, 2.65E+03,   16,    1.037, 2.70E+03,   25,    1.054, 8.35E+03,   10,    3.265, 1.80E+03,   17,    0.702, 3.68E+03,   15,    1.439
  6,   9,  223.426,   52,  9.3E-02,    0.000,  999,    0.000, 1.03E+03,   22,    0.427, 1.38E+03,   17,    0.573,    0.000,  999,    0.000,    0.000,  999,    0.000,  639.178,   37,    0.266, 2.38E+03,   11,    0.990,  823.164,    3,    0.343,    0.000,  999,    0.000,  673.827,   12,    0.280, 1.80E+03,   15,    0.749,    6.339,  999,  2.6E-03, 2.75E+03,    5,    1.147,  491.056,   24,    0.204,   13.995,  218,  5.8E-03,    0.000,  999,    0.000,    0.000,  999,    0.000,  823.164,    3,    0.343, 3.25E+03,    3,    1.351, 2.40E+03,    3,    1.000, 3.02E+03,   12,    1.256, 2.02E+03,   32,    0.841,    0.000,  999,    0.000,  317.279,   95,    0.132, 1.86E+03,   20,    0.775,  278.965,   73,    0.116, 3.36E+03,   15,    1.400,  731.798,   38,    0.305, 3.45E+03,   16,    1.435, 1.96E+03,   21,    0.814, 2.02E+03,   32,    0.841, 6.20E+03,   10,    2.580, 2.18E+03,   12,    0.907, 3.64E+03,   13,    1.516
  6,  10,   66.438,  165,  3.1E-02,    0.000,  999,    0.000,  799.743,   27,    0.372, 1.35E+03,   17,    0.628,    0.000,  999,    0.000,    0.000,  999,    0.000,  756.705,   30,    0.352, 2.08E+03,   12,    0.967,  706.839,    4,    0.329,    0.000,  999,    0.000,  659.778,   12,    0.307, 1.03E+03,   25,    0.477,    0.000,  999,    0.000, 2.95E+03,    4,    1.373,  224.919,   58,    0.105,   11.285,  260,  5.2E-03,    0.000,  999,    0.000,    0.000,  999,    0.000,  706.839,    4,    0.329, 3.18E+03,    3,    1.478, 2.15E+03,    3,    1.000, 2.84E+03,   12,    1.319, 2.47E+03,   26,    1.147,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.83E+03,   15,    0.852,  390.787,   69,    0.182, 4.12E+03,   13,    1.916,  530.785,   46,    0.247, 4.61E+03,   14,    2.144, 2.59E+03,   18,    1.202, 2.47E+03,   26,    1.147, 7.61E+03,   10,    3.538, 1.83E+03,   15,    0.852, 4.51E+03,   12,    2.097
  7,   6,  234.979,   40,    0.108,    0.000,  999,    0.000,  907.962,   20,    0.418, 1.26E+03,   15,    0.582,    0.000,  999,    0.000,    0.000,  999,    0.000,  557.144,   34,    0.257, 1.78E+03,   12,    0.819,  774.723,    3,    0.357,    0.000,  999,    0.000,  697.051,   10,    0.321, 1.26E+03,   19,    0.583,  222.330,   45,    0.102, 2.50E+03,    4,    1.150,  456.971,   20,    0.211,   31.854,   89,  1.5E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  774.723,    3,    0.357, 2.95E+03,    3,    1.360, 2.17E+03,    3,    1.000, 2.34E+03,   12,    1.076,   61.722,  443,  2.8E-02,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.11E+03,   22,    0.510,   22.454,  343,  1.0E-02, 2.24E+03,   17,    1.033,  346.174,   33,    0.159, 1.12E+03,   27,    0.517,  392.976,   57,    0.181,   61.722,  443,  2.8E-02, 1.53E+03,   28,    0.705, 1.11E+03,   22,    0.510, 2.27E+03,   17,    1.043
  7,  10,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.11E+03,   14,    0.537,  957.345,   17,    0.463,    0.000,  999,    0.000,    0.000,  999,    0.000,  476.095,   39,    0.230, 1.89E+03,   11,    0.916,  672.295,    4,    0.325,    0.000,  999,    0.000,  604.636,   11,    0.292, 1.35E+03,   16,    0.654,    0.000,  999,    0.000, 2.53E+03,    4,    1.225,  588.627,   15,    0.285,   51.190,   52,  2.5E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  672.295,    4,    0.325, 3.12E+03,    3,    1.510, 2.07E+03,    3,    1.000, 2.37E+03,   12,    1.147, 1.19E+03,   61,    0.576,  137.891,  214,  6.7E-02,    0.000,  999,    0.000, 2.40E+03,   11,    1.163,   61.691,  357,  3.0E-02, 3.85E+03,   11,    1.861, 1.19E+03,   22,    0.578, 2.52E+03,   19,    1.220, 1.65E+03,   22,    0.798, 1.33E+03,   41,    0.643, 5.04E+03,   10,    2.440, 2.40E+03,   11,    1.163, 3.91E+03,   11,    1.890
  8,   6,    9.240,  999,  4.1E-03,    0.000,  999,    0.000,  735.073,   31,    0.326, 1.52E+03,   15,    0.674,    0.000,  999,    0.000,   24.975,  765,  1.1E-02,  983.980,   24,    0.436, 1.68E+03,   15,    0.742,  826.749,    3,    0.366,    0.000,  999,    0.000,  800.140,   10,    0.354, 1.48E+03,   20,    0.657,  231.301,   52,    0.102, 2.79E+03,    5,    1.235,  329.232,   39,    0.146,   87.282,   37,  3.9E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  826.749,    3,    0.366, 3.12E+03,    3,    1.381, 2.26E+03,    3,    1.000, 2.66E+03,   13,    1.178, 1.25E+03,   43,    0.554,    0.000,  999,    0.000,  245.743,   94,    0.109,  961.016,   27,    0.426,  190.232,   79,  8.4E-02, 2.04E+03,   20,    0.905,  299.935,   53,    0.133,  860.670,   41,    0.381,    0.000,  999,    0.000, 1.25E+03,   43,    0.554, 2.41E+03,   22,    1.069, 1.21E+03,   19,    0.535, 2.23E+03,   18,    0.989
  8,  10,  126.981,   68,  6.8E-02,    0.000,  999,    0.000,  957.961,   18,    0.509,  922.685,   20,    0.491,    0.000,  999,    0.000,    0.000,  999,    0.000,  470.273,   37,    0.250, 1.49E+03,   13,    0.790,  651.016,    4,    0.346,    0.000,  999,    0.000,  519.100,   13,    0.276, 1.03E+03,   21,    0.547,  115.194,   81,  6.1E-02, 2.41E+03,    4,    1.283,  700.473,   13,    0.372,   42.995,   60,  2.3E-02,    0.000,  999,    0.000,   28.465,  390,  1.5E-02,  651.016,    4,    0.346, 3.11E+03,    3,    1.655, 1.88E+03,    3,    1.000, 1.96E+03,   13,    1.040, 1.24E+03,   46,    0.658,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.81E+03,   15,    0.964,  183.260,  130,  9.7E-02, 2.86E+03,   17,    1.523, 1.19E+03,   23,    0.634, 1.54E+03,   27,    0.816, 1.24E+03,   26,    0.660, 1.24E+03,   46,    0.658, 3.96E+03,   14,    2.108, 1.81E+03,   15,    0.964, 3.05E+03,   16,    1.621
  9,   6,  136.076,   93,  5.9E-02,    0.000,  999,    0.000,  416.674,   67,    0.181, 1.88E+03,   15,    0.819,    0.000,  999,    0.000,   14.803,  999,  6.4E-03,  926.268,   30,    0.403, 2.10E+03,   14,    0.912,  862.381,    3,    0.375,    0.000,  999,    0.000,  851.179,   11,    0.371, 2.01E+03,   16,    0.874,  296.966,   48,    0.129, 2.80E+03,    6,    1.219,  289.804,   61,    0.126,  171.617,   20,  7.5E-02,  431.558,   64,    0.188,   80.862,  157,  3.5E-02,  862.381,    3,    0.375, 3.09E+03,    3,    1.345, 2.30E+03,    3,    1.000, 3.02E+03,   15,    1.315, 1.82E+03,   30,    0.793,    0.000,  999,    0.000,  407.192,   73,    0.177,  831.959,   36,    0.362,  209.515,   98,  9.1E-02, 1.92E+03,   22,    0.836,  279.962,   72,    0.122,  179.967,  187,  7.8E-02,    0.000,  999,    0.000, 1.82E+03,   30,    0.793, 2.28E+03,   22,    0.993, 1.24E+03,   17,    0.539, 2.13E+03,   19,    0.927
  9,  10,  579.079,   18,    0.313,    0.000,  999,    0.000,  573.413,   36,    0.310, 1.28E+03,   17,    0.690,    0.000,  999,    0.000,    0.000,  999,    0.000,  532.176,   39,    0.287, 1.49E+03,   15,    0.804,  672.349,    4,    0.363,    0.000,  999,    0.000,  531.543,   14,    0.287,  797.034,   32,    0.430,   84.470,  127,  4.6E-02, 2.34E+03,    5,    1.261,  654.659,   19,    0.353,   93.084,   31,  5.0E-02,    0.000,  999,    0.000,  180.652,   64,  9.8E-02,  672.349,    4,    0.363, 2.99E+03,    3,    1.615, 1.85E+03,    3,    1.000, 2.02E+03,   16,    1.092,  385.712,   99,    0.208,    0.000,  999,    0.000,   64.580,  264,  3.5E-02, 1.58E+03,   17,    0.850,   68.857,  161,  3.7E-02, 3.11E+03,   15,    1.677,  656.725,   34,    0.355,    0.000,  999,    0.000, 1.22E+03,   25,    0.659,  385.712,   99,    0.208, 1.04E+03,   34,    0.563, 1.64E+03,   16,    0.885, 3.17E+03,   14,    1.714
 10,   6,  229.272,   68,  9.8E-02,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.34E+03,    3,    1.000,    0.000,  999,    0.000,  149.269,  139,  6.4E-02, 1.11E+03,   32,    0.473, 1.63E+03,   25,    0.694,  643.166,   11,    0.274,  252.732,   30,    0.108,  755.948,   13,    0.322, 3.01E+03,   12,    1.284,  163.010,  122,  7.0E-02, 2.65E+03,    5,    1.130,  201.280,   79,  8.6E-02,  367.917,   11,    0.157,  738.446,   39,    0.315,  102.183,  134,  4.4E-02,  895.898,    4,    0.382, 2.85E+03,    3,    1.216, 2.34E+03,    3,    1.000, 2.74E+03,   24,    1.166,  858.542,   69,    0.366,  177.388,   96,  7.6E-02,  161.184,  138,  6.9E-02, 1.10E+03,   24,    0.467,  117.697,  124,  5.0E-02, 2.49E+03,   17,    1.062,  396.843,   50,    0.169,  691.276,   47,    0.295,   75.187,  302,  3.2E-02, 1.04E+03,   46,    0.442, 2.12E+03,   24,    0.906, 1.26E+03,   18,    0.536, 2.61E+03,   16,    1.112
 10,   7,   24.419,  577,  1.2E-02,    0.000,  999,    0.000, 1.67E+03,   16,    0.817,  372.843,   72,    0.183,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.27E+03,   25,    0.624, 1.90E+03,   18,    0.932,  478.595,    5,    0.235,    0.000,  999,    0.000,  781.425,   11,    0.383, 1.57E+03,   17,    0.770,   85.716,  212,  4.2E-02, 1.93E+03,    7,    0.944,  386.423,   40,    0.189,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  478.595,    5,    0.235, 2.31E+03,    4,    1.134, 2.04E+03,    3,    1.000, 3.17E+03,   17,    1.556,    0.000,  999,    0.000,  397.806,   50,    0.195,   36.064,  291,  1.8E-02, 1.38E+03,   16,    0.678,   81.978,   85,  4.0E-02, 3.54E+03,   11,    1.737,  413.583,   36,    0.203,  996.348,   30,    0.488,  818.692,   27,    0.401,  397.806,   50,    0.195, 1.81E+03,   19,    0.886, 1.42E+03,   14,    0.695, 3.63E+03,   10,    1.778
 10,   8,   34.390,  367,  1.8E-02,    0.000,  999,    0.000, 1.27E+03,   20,    0.657,  661.887,   39,    0.343,    0.000,  999,    0.000,    0.000,  999,    0.000,  928.321,   30,    0.481, 1.90E+03,   16,    0.983,  455.205,    5,    0.236,    0.000,  999,    0.000,  716.944,   11,    0.372, 1.31E+03,   20,    0.680,    6.787,  999,  3.5E-03, 1.81E+03,    7,    0.940,  329.814,   42,    0.171,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  455.205,    5,    0.236, 2.14E+03,    4,    1.111, 1.93E+03,    3,    1.000, 2.82E+03,   16,    1.464, 2.93E+03,   24,    1.519,    0.000,  999,    0.000,  597.856,   56,    0.310, 1.41E+03,   26,    0.733,  383.461,   61,    0.199, 2.99E+03,   15,    1.550,  537.194,   47,    0.278, 1.28E+03,   33,    0.665,  519.884,   47,    0.269, 2.93E+03,   24,    1.519, 4.75E+03,   11,    2.462, 2.01E+03,   11,    1.042, 3.37E+03,   13,    1.748
